id,Month,Day,Hour,Irr,Text,Weekday
2327,4,7,23,0,14.8,1
2328,4,7,24,0,14,1
2329,4,8,1,0,13.4,1
2330,4,8,2,0,12.8,1
2331,4,8,3,0,12.2,1
2332,4,8,4,0,11.9,1
2333,4,8,5,0,11.6,1
2334,4,8,6,0,11.5,1
2335,4,8,7,7,11.6,1
2336,4,8,8,180,13.3,1
2337,4,8,9,214,14.1,1
2338,4,8,10,388,15.3,1
2339,4,8,11,494,16.4,1
2340,4,8,12,713,17.9,1
2341,4,8,13,924,19.5,1
2342,4,8,14,400,19.4,1
2343,4,8,15,265,18.9,1
2344,4,8,16,53,17.8,1
2345,4,8,17,39,16.9,1
2346,4,8,18,71,16.2,1
2347,4,8,19,42,15.6,1
2348,4,8,20,0,14.9,1
2349,4,8,21,0,14.4,1
2350,4,8,22,0,13.8,1
2351,4,8,23,0,13.3,1
2352,4,8,24,0,12.7,1
2353,4,9,1,0,12.1,0
2354,4,9,2,0,11.4,0
2355,4,9,3,0,10.8,0
2356,4,9,4,0,10.4,0
2357,4,9,5,0,10,0
2358,4,9,6,0,9.8,0
2359,4,9,7,4,9.8,0
2360,4,9,8,97,10.8,0
2361,4,9,9,209,11.9,0
2362,4,9,10,396,13.5,0
2363,4,9,11,610,15.4,0
2364,4,9,12,625,16.7,0
2365,4,9,13,512,17.2,0
2366,4,9,14,193,16.7,0
2367,4,9,15,497,17.1,0
2368,4,9,16,494,17.4,0
2369,4,9,17,184,16.7,0
2370,4,9,18,20,15.6,0
2371,4,9,19,6,14.7,0
2372,4,9,20,0,13.9,0
2373,4,9,21,0,13.5,0
2374,4,9,22,0,13.2,0
2375,4,9,23,0,12.8,0
2376,4,9,24,0,12.3,0
2377,4,10,1,0,12.3,0
2378,4,10,2,0,12.2,0
2379,4,10,3,0,12.1,0
2380,4,10,4,0,12.1,0
2381,4,10,5,0,11.9,0
2382,4,10,6,0,12,0
2383,4,10,7,5,12.3,0
2384,4,10,8,18,12.5,0
2385,4,10,9,107,13.4,0
2386,4,10,10,50,13.5,0
2387,4,10,11,296,14.9,0
2388,4,10,12,324,16,0
2389,4,10,13,533,17.7,0
2390,4,10,14,554,18.9,0
2391,4,10,15,608,20.1,0
2392,4,10,16,604,21.1,0
2393,4,10,17,493,21.6,0
2394,4,10,18,207,21.2,0
2395,4,10,19,93,20.4,0
2396,4,10,20,1,19.5,0
2397,4,10,21,0,18.8,0
2398,4,10,22,0,18.1,0
2399,4,10,23,0,17.4,0
2400,4,10,24,0,16.8,0
2401,4,11,1,0,15.8,1
2402,4,11,2,0,14.8,1
2403,4,11,3,0,13.8,1
2404,4,11,4,0,13.3,1
2405,4,11,5,0,12.7,1
2406,4,11,6,0,12.3,1
2407,4,11,7,28,12.9,1
2408,4,11,8,221,14.9,1
2409,4,11,9,450,17.2,1
2410,4,11,10,604,19.2,1
2411,4,11,11,799,21.2,1
2412,4,11,12,551,21.6,1
2413,4,11,13,531,21.8,1
2414,4,11,14,457,21.7,1
2415,4,11,15,547,21.9,1
2416,4,11,16,412,21.6,1
2417,4,11,17,264,20.9,1
2418,4,11,18,108,19.7,1
2419,4,11,19,51,18.6,1
2420,4,11,20,0,17.5,1
2421,4,11,21,0,16.2,1
2422,4,11,22,0,14.9,1
2423,4,11,23,0,13.6,1
2424,4,11,24,0,12.3,1
2425,4,12,1,0,11.2,1
2426,4,12,2,0,10,1
2427,4,12,3,0,9.4,1
2428,4,12,4,0,8.8,1
2429,4,12,5,0,8.3,1
2430,4,12,6,0,8.2,1
2431,4,12,7,56,8.8,1
2432,4,12,8,234,10.4,1
2433,4,12,9,404,12.1,1
2434,4,12,10,565,13.9,1
2435,4,12,11,675,15.5,1
2436,4,12,12,716,16.8,1
2437,4,12,13,671,17.6,1
2438,4,12,14,598,18,1
2439,4,12,15,511,18.1,1
2440,4,12,16,411,17.9,1
2441,4,12,17,270,17.3,1
2442,4,12,18,137,16.3,1
2443,4,12,19,33,15.1,1
2444,4,12,20,0,14,1
2445,4,12,21,0,12.9,1
2446,4,12,22,0,11.8,1
2447,4,12,23,0,10.7,1
2448,4,12,24,0,9.7,1
2449,4,13,1,0,9,1
2450,4,13,2,0,8.3,1
2451,4,13,3,0,7.9,1
2452,4,13,4,0,7.6,1
2453,4,13,5,0,7.3,1
2454,4,13,6,0,7.2,1
2455,4,13,7,74,8.1,1
2456,4,13,8,242,9.8,1
2457,4,13,9,424,11.8,1
2458,4,13,10,620,14,1
2459,4,13,11,790,16.1,1
2460,4,13,12,549,16.8,1
2461,4,13,13,581,17.3,1
2462,4,13,14,569,17.7,1
2463,4,13,15,492,17.8,1
2464,4,13,16,369,17.5,1
2465,4,13,17,275,16.9,1
2466,4,13,18,140,15.9,1
2467,4,13,19,43,14.8,1
2468,4,13,20,0,13.6,1
2469,4,13,21,0,12.8,1
2470,4,13,22,0,11.9,1
2471,4,13,23,0,11,1
2472,4,13,24,0,10.1,1
2473,4,14,1,0,9.6,1
2474,4,14,2,0,9,1
2475,4,14,3,0,8.6,1
2476,4,14,4,0,8.3,1
2477,4,14,5,0,8.1,1
2478,4,14,6,0,8,1
2479,4,14,7,82,9.1,1
2480,4,14,8,187,10.4,1
2481,4,14,9,222,11.3,1
2482,4,14,10,323,12.4,1
2483,4,14,11,369,13.2,1
2484,4,14,12,437,14.2,1
2485,4,14,13,322,14.5,1
2486,4,14,14,424,15,1
2487,4,14,15,407,15.3,1
2488,4,14,16,432,15.7,1
2489,4,14,17,368,15.8,1
2490,4,14,18,301,15.7,1
2491,4,14,19,106,15,1
2492,4,14,20,3,14.1,1
2493,4,14,21,0,13.1,1
2494,4,14,22,0,12.1,1
2495,4,14,23,0,11.2,1
2496,4,14,24,0,10.2,1
2497,4,15,1,0,9.6,1
2498,4,15,2,0,8.9,1
2499,4,15,3,0,8.6,1
2500,4,15,4,0,8.2,1
2501,4,15,5,0,8,1
2502,4,15,6,0,8,1
2503,4,15,7,36,8.4,1
2504,4,15,8,74,8.2,1
2505,4,15,9,36,8.7,1
2506,4,15,10,143,9.3,1
2507,4,15,11,197,10,1
2508,4,15,12,354,10.9,1
2509,4,15,13,320,11.3,1
2510,4,15,14,443,12.4,1
2511,4,15,15,311,12.6,1
2512,4,15,16,273,12.9,1
2513,4,15,17,265,13,1
2514,4,15,18,172,12.9,1
2515,4,15,19,71,12.5,1
2516,4,15,20,1,11.9,1
2517,4,15,21,0,10.8,1
2518,4,15,22,0,9.7,1
2519,4,15,23,0,8.7,1
2520,4,15,24,0,7.6,1
2521,4,16,1,0,6.6,0
2522,4,16,2,0,5.6,0
2523,4,16,3,0,5,0
2524,4,16,4,0,4.4,0
2525,4,16,5,0,4,0
2526,4,16,6,0,3.9,0
2527,4,16,7,70,4.8,0
2528,4,16,8,220,6.3,0
2529,4,16,9,395,8.2,0
2530,4,16,10,510,9.8,0
2531,4,16,11,636,11.5,0
2532,4,16,12,710,12.9,0
2533,4,16,13,749,14.1,0
2534,4,16,14,729,14.9,0
2535,4,16,15,673,15.4,0
2536,4,16,16,550,15.5,0
2537,4,16,17,403,15.2,0
2538,4,16,18,242,14.3,0
2539,4,16,19,82,13.1,0
2540,4,16,20,0,11.7,0
2541,4,16,21,0,10.9,0
2542,4,16,22,0,10,0
2543,4,16,23,0,9.2,0
2544,4,16,24,0,8.4,0
2545,4,17,1,0,8,0
2546,4,17,2,0,7.7,0
2547,4,17,3,0,7.5,0
2548,4,17,4,0,7.3,0
2549,4,17,5,0,7.2,0
2550,4,17,6,0,7.2,0
2551,4,17,7,30,7.7,0
2552,4,17,8,111,8.6,0
2553,4,17,9,217,9.9,0
2554,4,17,10,270,11,0
2555,4,17,11,358,12.1,0
2556,4,17,12,374,13,0
2557,4,17,13,451,14,0
2558,4,17,14,547,15,0
2559,4,17,15,565,15.9,0
2560,4,17,16,524,16.6,0
2561,4,17,17,415,16.8,0
2562,4,17,18,280,16.7,0
2563,4,17,19,117,16,0
2564,4,17,20,3,15,0
2565,4,17,21,0,13.5,0
2566,4,17,22,0,11.9,0
2567,4,17,23,0,10.4,0
2568,4,17,24,0,8.9,0
2569,4,18,1,0,7.3,1
2570,4,18,2,0,5.6,1
2571,4,18,3,0,4.6,1
2572,4,18,4,0,3.7,1
2573,4,18,5,0,3.1,1
2574,4,18,6,0,2.9,1
2575,4,18,7,80,3.8,1
2576,4,18,8,230,5.2,1
2577,4,18,9,394,6.8,1
2578,4,18,10,561,8.6,1
2579,4,18,11,666,10.1,1
2580,4,18,12,739,11.4,1
2581,4,18,13,755,12.4,1
2582,4,18,14,726,13.1,1
2583,4,18,15,671,13.5,1
2584,4,18,16,573,13.6,1
2585,4,18,17,416,13.2,1
2586,4,18,18,254,12.4,1
2587,4,18,19,95,11.1,1
2588,4,18,20,1,9.8,1
2589,4,18,21,0,8.3,1
2590,4,18,22,0,6.9,1
2591,4,18,23,0,5.4,1
2592,4,18,24,0,3.9,1
2593,4,19,1,0,3.2,1
2594,4,19,2,0,2.3,1
2595,4,19,3,0,1.8,1
2596,4,19,4,0,1.3,1
2597,4,19,5,0,1,1
2598,4,19,6,0,0.9,1
2599,4,19,7,73,1.8,1
2600,4,19,8,211,3.3,1
2601,4,19,9,365,5,1
2602,4,19,10,502,6.7,1
2603,4,19,11,606,8.3,1
2604,4,19,12,669,9.6,1
2605,4,19,13,694,10.7,1
2606,4,19,14,677,11.5,1
2607,4,19,15,611,11.9,1
2608,4,19,16,509,12,1
2609,4,19,17,383,11.6,1
2610,4,19,18,232,10.8,1
2611,4,19,19,90,9.7,1
2612,4,19,20,1,8.4,1
2613,4,19,21,0,7.8,1
2614,4,19,22,0,7.2,1
2615,4,19,23,0,6.5,1
2616,4,19,24,0,5.9,1
2617,4,20,1,0,5.8,1
2618,4,20,2,0,5.6,1
2619,4,20,3,0,5.5,1
2620,4,20,4,0,5.5,1
2621,4,20,5,0,5.4,1
2622,4,20,6,1,5.4,1
2623,4,20,7,44,5.8,1
2624,4,20,8,98,6.4,1
2625,4,20,9,126,7,1
2626,4,20,10,127,7.5,1
2627,4,20,11,184,7.9,1
2628,4,20,12,214,8.7,1
2629,4,20,13,221,9,1
2630,4,20,14,198,9.1,1
2631,4,20,15,144,9.2,1
2632,4,20,16,163,9.2,1
2633,4,20,17,199,9.4,1
2634,4,20,18,144,9.4,1
2635,4,20,19,56,9,1
2636,4,20,20,2,7.9,1
2637,4,20,21,0,7.5,1
2638,4,20,22,0,7.3,1
2639,4,20,23,0,5.8,1
2640,4,20,24,0,4.2,1
2641,4,21,1,0,5.6,1
2642,4,21,2,0,4.5,1
2643,4,21,3,0,4.7,1
2644,4,21,4,0,4.6,1
2645,4,21,5,0,4.4,1
2646,4,21,6,1,4.4,1
2647,4,21,7,50,5.1,1
2648,4,21,8,123,5.9,1
2649,4,21,9,41,5.7,1
2650,4,21,10,56,5.7,1
2651,4,21,11,264,6.6,1
2652,4,21,12,331,7.5,1
2653,4,21,13,509,8.7,1
2654,4,21,14,390,9.3,1
2655,4,21,15,433,9.9,1
2656,4,21,16,360,10.2,1
2657,4,21,17,172,10,1
2658,4,21,18,125,9.6,1
2659,4,21,19,20,9,1
2660,4,21,20,1,8.3,1
2661,4,21,21,0,7.8,1
2662,4,21,22,0,7.3,1
2663,4,21,23,0,6.8,1
2664,4,21,24,0,6.2,1
2665,4,22,1,0,5.8,1
2666,4,22,2,0,5,1
2667,4,22,3,0,5.1,1
2668,4,22,4,0,4.8,1
2669,4,22,5,0,4.6,1
2670,4,22,6,0,4.6,1
2671,4,22,7,8,4.7,1
2672,4,22,8,66,5.2,1
2673,4,22,9,179,6.2,1
2674,4,22,10,232,7.1,1
2675,4,22,11,591,9.2,1
2676,4,22,12,913,11.8,1
2677,4,22,13,485,12.5,1
2678,4,22,14,276,12.4,1
2679,4,22,15,403,12.6,1
2680,4,22,16,389,12.7,1
2681,4,22,17,220,12.4,1
2682,4,22,18,62,11.5,1
2683,4,22,19,9,10.6,1
2684,4,22,20,1,9.8,1
2685,4,22,21,0,9.3,1
2686,4,22,22,0,8.8,1
2687,4,22,23,0,8.4,1
2688,4,22,24,0,7.9,1
2689,4,23,1,0,7.5,0
2690,4,23,2,0,7.1,0
2691,4,23,3,0,6.7,0
2692,4,23,4,0,6.8,0
2693,4,23,5,0,6.6,0
2694,4,23,6,1,6.6,0
2695,4,23,7,32,7,0
2696,4,23,8,108,7.9,0
2697,4,23,9,178,8.8,0
2698,4,23,10,298,10.1,0
2699,4,23,11,386,11.3,0
2700,4,23,12,469,12.6,0
2701,4,23,13,437,13.4,0
2702,4,23,14,380,13.8,0
2703,4,23,15,367,14.1,0
2704,4,23,16,387,14.4,0
2705,4,23,17,291,14.4,0
2706,4,23,18,224,14.2,0
2707,4,23,19,125,13.6,0
2708,4,23,20,8,12.8,0
2709,4,23,21,0,11.7,0
2710,4,23,22,0,10.7,0
2711,4,23,23,0,9.7,0
2712,4,23,24,0,8.6,0
2713,4,24,1,0,7.7,0
2714,4,24,2,0,6.7,0
2715,4,24,3,0,6.2,0
2716,4,24,4,0,5.6,0
2717,4,24,5,0,5.3,0
2718,4,24,6,1,5.2,0
2719,4,24,7,49,5.7,0
2720,4,24,8,130,6.4,0
2721,4,24,9,205,7.2,0
2722,4,24,10,288,8,0
2723,4,24,11,331,8.7,0
2724,4,24,12,382,9.3,0
2725,4,24,13,350,9.7,0
2726,4,24,14,367,10,0
2727,4,24,15,349,10.2,0
2728,4,24,16,285,10.2,0
2729,4,24,17,224,10,0
2730,4,24,18,136,9.6,0
2731,4,24,19,56,9,0
2732,4,24,20,1,8.3,0
2733,4,24,21,0,7.9,0
2734,4,24,22,0,7.1,0
2735,4,24,23,0,7.1,0
2736,4,24,24,0,6.7,0
2737,4,25,1,0,7,1
2738,4,25,2,0,7.1,1
2739,4,25,3,0,7.2,1
2740,4,25,4,0,7.3,1
2741,4,25,5,0,7.4,1
2742,4,25,6,1,7.4,1
2743,4,25,7,42,8.1,1
2744,4,25,8,108,9,1
2745,4,25,9,173,10,1
2746,4,25,10,235,10.8,1
2747,4,25,11,282,11.8,1
2748,4,25,12,319,12.6,1
2749,4,25,13,323,13.3,1
2750,4,25,14,308,13.7,1
2751,4,25,15,270,14,1
2752,4,25,16,231,14,1
2753,4,25,17,193,13.9,1
2754,4,25,18,112,13.5,1
2755,4,25,19,43,12,1
2756,4,25,20,1,12,1
2757,4,25,21,0,11.6,1
2758,4,25,22,0,10.7,1
2759,4,25,23,0,9.8,1
2760,4,25,24,0,8.6,1
2761,4,26,1,0,7.9,1
2762,4,26,2,0,6.9,1
2763,4,26,3,0,6.3,1
2764,4,26,4,0,5.7,1
2765,4,26,5,0,5.3,1
2766,4,26,6,3,5.3,1
2767,4,26,7,69,6.1,1
2768,4,26,8,133,6.8,1
2769,4,26,9,257,7.9,1
2770,4,26,10,472,9.6,1
2771,4,26,11,599,11.3,1
2772,4,26,12,673,12.7,1
2773,4,26,13,690,13.8,1
2774,4,26,14,717,14.7,1
2775,4,26,15,582,15.1,1
2776,4,26,16,506,15.2,1
2777,4,26,17,332,14.8,1
2778,4,26,18,157,13.9,1
2779,4,26,19,44,12.7,1
2780,4,26,20,1,11.6,1
2781,4,26,21,0,11,1
2782,4,26,22,0,10.3,1
2783,4,26,23,0,9.7,1
2784,4,26,24,0,9.1,1
2785,4,27,1,0,8.8,1
2786,4,27,2,0,8.6,1
2787,4,27,3,0,8.4,1
2788,4,27,4,0,8,1
2789,4,27,5,0,7.4,1
2790,4,27,6,1,8.3,1
2791,4,27,7,47,9,1
2792,4,27,8,107,9.8,1
2793,4,27,9,171,10.6,1
2794,4,27,10,219,11.3,1
2795,4,27,11,280,12,1
2796,4,27,12,310,12.9,1
2797,4,27,13,337,13.5,1
2798,4,27,14,309,13.9,1
2799,4,27,15,293,14.1,1
2800,4,27,16,258,14.3,1
2801,4,27,17,198,14.2,1
2802,4,27,18,123,13.9,1
2803,4,27,19,48,13.3,1
2804,4,27,20,1,12.7,1
2805,4,27,21,0,11.6,1
2806,4,27,22,0,10.5,1
2807,4,27,23,0,9.5,1
2808,4,27,24,0,8.4,1
2809,4,28,1,0,7.3,1
2810,4,28,2,0,6.1,1
2811,4,28,3,0,5.5,1
2812,4,28,4,0,4.8,1
2813,4,28,5,0,4.3,1
2814,4,28,6,1,4.3,1
2815,4,28,7,92,5.4,1
2816,4,28,8,293,7.4,1
2817,4,28,9,407,9.2,1
2818,4,28,10,482,10.6,1
2819,4,28,11,657,12.2,1
2820,4,28,12,563,13,1
2821,4,28,13,591,13.7,1
2822,4,28,14,462,13.8,1
2823,4,28,15,505,14,1
2824,4,28,16,601,14.4,1
2825,4,28,17,420,14.3,1
2826,4,28,18,297,13.7,1
2827,4,28,19,136,12.7,1
2828,4,28,20,9,11.5,1
2829,4,28,21,0,9.9,1
2830,4,28,22,0,8.3,1
2831,4,28,23,0,6.7,1
2832,4,28,24,0,5.1,1
2833,4,29,1,0,4.1,1
2834,4,29,2,0,2.9,1
2835,4,29,3,0,2.2,1
2836,4,29,4,0,1.5,1
2837,4,29,5,0,1,1
2838,4,29,6,4,0.9,1
2839,4,29,7,122,2.1,1
2840,4,29,8,290,3.7,1
2841,4,29,9,463,5.3,1
2842,4,29,10,621,7,1
2843,4,29,11,744,8.5,1
2844,4,29,12,818,9.8,1
2845,4,29,13,847,10.8,1
2846,4,29,14,809,11.5,1
2847,4,29,15,720,11.7,1
2848,4,29,16,603,11.7,1
2849,4,29,17,452,11.2,1
2850,4,29,18,285,10.3,1
2851,4,29,19,120,9,1
2852,4,29,20,3,7.5,1
2853,4,29,21,0,6.2,1
2854,4,29,22,0,4.8,1
2855,4,29,23,0,3.4,1
2856,4,29,24,0,2,1
2857,4,30,1,0,1.6,0
2858,4,30,2,0,1.1,0
2859,4,30,3,0,0.7,0
2860,4,30,4,0,0.3,0
2861,4,30,5,0,0,0
2862,4,30,6,1,-0.2,0
2863,4,30,7,70,0.5,0
2864,4,30,8,189,1.6,0
2865,4,30,9,320,2.8,0
2866,4,30,10,468,4.2,0
2867,4,30,11,523,5.3,0
2868,4,30,12,638,6.4,0
2869,4,30,13,626,7.1,0
2870,4,30,14,645,7.8,0
2871,4,30,15,616,8.1,0
2872,4,30,16,649,8.5,0
2873,4,30,17,510,8.5,0
2874,4,30,18,328,7.9,0
2875,4,30,19,146,6.9,0
2876,4,30,20,10,5.7,0
2877,4,30,21,0,6,0
2878,4,30,22,0,6.3,0
2879,4,30,23,0,6.7,0
2880,4,30,24,0,7,0
2881,5,1,1,0,7.8,0
2882,5,1,2,0,8.7,0
2883,5,1,3,0,9,0
2884,5,1,4,0,9.4,0
2885,5,1,5,0,9.5,0
2886,5,1,6,3,9.8,0
2887,5,1,7,38,10.1,0
2888,5,1,8,92,10.3,0
2889,5,1,9,148,12.5,0
2890,5,1,10,176,13.4,0
2891,5,1,11,193,14,0
2892,5,1,12,191,14.6,0
2893,5,1,13,176,14.8,0
2894,5,1,14,161,15.1,0
2895,5,1,15,137,15.2,0
2896,5,1,16,96,15.1,0
2897,5,1,17,104,15,0
2898,5,1,18,82,14.9,0
2899,5,1,19,33,14.5,0
2900,5,1,20,2,14.1,0
2901,5,1,21,0,13.7,0
2902,5,1,22,0,13.3,0
2903,5,1,23,0,12.9,0
2904,5,1,24,0,12.5,0
2905,5,2,1,0,11.3,1
2906,5,2,2,0,10,1
2907,5,2,3,0,9.3,1
2908,5,2,4,0,8.6,1
2909,5,2,5,0,8,1
2910,5,2,6,6,8.1,1
2911,5,2,7,149,9.5,1
2912,5,2,8,336,11.3,1
2913,5,2,9,528,13.2,1
2914,5,2,10,696,15,1
2915,5,2,11,826,16.7,1
2916,5,2,12,906,18.1,1
2917,5,2,13,930,19.1,1
2918,5,2,14,898,19.9,1
2919,5,2,15,813,20.3,1
2920,5,2,16,685,20.3,1
2921,5,2,17,514,19.8,1
2922,5,2,18,325,18.9,1
2923,5,2,19,142,17.6,1
2924,5,2,20,5,16.1,1
2925,5,2,21,0,15.1,1
2926,5,2,22,0,14.2,1
2927,5,2,23,0,13.2,1
2928,5,2,24,0,12.3,1
2929,5,3,1,0,12,1
2930,5,3,2,0,11.7,1
2931,5,3,3,0,11.5,1
2932,5,3,4,0,11.3,1
2933,5,3,5,0,11.2,1
2934,5,3,6,4,11.3,1
2935,5,3,7,86,12.2,1
2936,5,3,8,192,13.3,1
2937,5,3,9,282,14.4,1
2938,5,3,10,388,15.6,1
2939,5,3,11,415,16.4,1
2940,5,3,12,435,17.1,1
2941,5,3,13,491,17.7,1
2942,5,3,14,434,18.1,1
2943,5,3,15,423,18.4,1
2944,5,3,16,361,18.3,1
2945,5,3,17,264,18.2,1
2946,5,3,18,157,17.7,1
2947,5,3,19,76,17,1
2948,5,3,20,2,16.2,1
2949,5,3,21,0,15.5,1
2950,5,3,22,0,14.6,1
2951,5,3,23,0,14.2,1
2952,5,3,24,0,13.5,1
2953,5,4,1,0,12.1,1
2954,5,4,2,0,12.2,1
2955,5,4,3,0,12.1,1
2956,5,4,4,0,11.9,1
2957,5,4,5,0,11.8,1
2958,5,4,6,3,11.8,1
2959,5,4,7,59,12.3,1
2960,5,4,8,126,13,1
2961,5,4,9,202,13.8,1
2962,5,4,10,264,14.5,1
2963,5,4,11,294,15.1,1
2964,5,4,12,326,15.6,1
2965,5,4,13,365,16,1
2966,5,4,14,337,16.3,1
2967,5,4,15,303,16.5,1
2968,5,4,16,230,16.4,1
2969,5,4,17,201,16.3,1
2970,5,4,18,134,16,1
2971,5,4,19,62,15.3,1
2972,5,4,20,2,15,1
2973,5,4,21,0,14.2,1
2974,5,4,22,0,13.4,1
2975,5,4,23,0,12.6,1
2976,5,4,24,0,11.9,1
2977,5,5,1,0,11.3,1
2978,5,5,2,0,10.6,1
2979,5,5,3,0,10.3,1
2980,5,5,4,0,9.9,1
2981,5,5,5,0,9.7,1
2982,5,5,6,11,9.8,1
2983,5,5,7,158,11.5,1
2984,5,5,8,328,13.3,1
2985,5,5,9,451,14.9,1
2986,5,5,10,557,16.3,1
2987,5,5,11,674,17.7,1
2988,5,5,12,742,18.9,1
2989,5,5,13,791,19.9,1
2990,5,5,14,763,20.6,1
2991,5,5,15,665,20.9,1
2992,5,5,16,512,20.8,1
2993,5,5,17,403,20.4,1
2994,5,5,18,251,19.5,1
2995,5,5,19,119,18.4,1
2996,5,5,20,6,17.2,1
2997,5,5,21,0,16.3,1
2998,5,5,22,0,15.4,1
2999,5,5,23,0,14.4,1
3000,5,5,24,0,13.5,1
3001,5,6,1,0,13,1
3002,5,6,2,0,12.5,1
3003,5,6,3,0,12.2,1
3004,5,6,4,0,11.9,1
3005,5,6,5,0,11.7,1
3006,5,6,6,5,11.8,1
3007,5,6,7,100,12.7,1
3008,5,6,8,305,14.4,1
3009,5,6,9,605,16.7,1
3010,5,6,10,736,18.6,1
3011,5,6,11,839,20.2,1
3012,5,6,12,557,20.6,1
3013,5,6,13,275,19.8,1
3014,5,6,14,517,20.1,1
3015,5,6,15,554,20.5,1
3016,5,6,16,215,19.7,1
3017,5,6,17,172,18.9,1
3018,5,6,18,65,18,1
3019,5,6,19,14,17,1
3020,5,6,20,2,16.2,1
3021,5,6,21,0,15.4,1
3022,5,6,22,0,14.6,1
3023,5,6,23,0,13.8,1
3024,5,6,24,0,13,1
3025,5,7,1,0,12.4,0
3026,5,7,2,0,11.8,0
3027,5,7,3,0,11.5,0
3028,5,7,4,0,11.2,0
3029,5,7,5,0,11,0
3030,5,7,6,20,11.3,0
3031,5,7,7,172,12.5,0
3032,5,7,8,386,14,0
3033,5,7,9,448,15.1,0
3034,5,7,10,536,15.9,0
3035,5,7,11,597,16.7,0
3036,5,7,12,442,16.9,0
3037,5,7,13,448,17,0
3038,5,7,14,210,16.5,0
3039,5,7,15,67,15.7,0
3040,5,7,16,56,15,0
3041,5,7,17,51,14.5,0
3042,5,7,18,69,14,0
3043,5,7,19,28,13.5,0
3044,5,7,20,2,13,0
3045,5,7,21,0,12.3,0
3046,5,7,22,0,11.5,0
3047,5,7,23,0,10.6,0
3048,5,7,24,0,9.5,0
3049,5,8,1,0,9.3,0
3050,5,8,2,0,8.4,0
3051,5,8,3,0,8,0
3052,5,8,4,0,7.5,0
3053,5,8,5,0,7.2,0
3054,5,8,6,5,7.2,0
3055,5,8,7,98,8.2,0
3056,5,8,8,289,9.9,0
3057,5,8,9,495,11.8,0
3058,5,8,10,662,13.7,0
3059,5,8,11,709,15.1,0
3060,5,8,12,760,16.3,0
3061,5,8,13,554,16.6,0
3062,5,8,14,630,16.9,0
3063,5,8,15,469,16.8,0
3064,5,8,16,398,16.5,0
3065,5,8,17,366,16.1,0
3066,5,8,18,267,15.5,0
3067,5,8,19,147,14.6,0
3068,5,8,20,22,13.5,0
3069,5,8,21,0,12.5,0
3070,5,8,22,0,11.5,0
3071,5,8,23,0,10.5,0
3072,5,8,24,0,9.5,0
3073,5,9,1,0,9,1
3074,5,9,2,0,8.4,1
3075,5,9,3,0,8.1,1
3076,5,9,4,0,7.8,1
3077,5,9,5,0,7.6,1
3078,5,9,6,5,7.7,1
3079,5,9,7,76,8.4,1
3080,5,9,8,174,9.4,1
3081,5,9,9,280,10.5,1
3082,5,9,10,368,11.5,1
3083,5,9,11,436,12.3,1
3084,5,9,12,524,13.4,1
3085,5,9,13,494,14,1
3086,5,9,14,508,14.5,1
3087,5,9,15,408,14.7,1
3088,5,9,16,378,14.8,1
3089,5,9,17,287,14.6,1
3090,5,9,18,198,14.2,1
3091,5,9,19,84,13.5,1
3092,5,9,20,3,12.6,1
3093,5,9,21,0,11.6,1
3094,5,9,22,0,10.6,1
3095,5,9,23,0,9.6,1
3096,5,9,24,0,8.6,1
3097,5,10,1,0,7.8,1
3098,5,10,2,0,7,1
3099,5,10,3,0,6.5,1
3100,5,10,4,0,6.1,1
3101,5,10,5,0,5.7,1
3102,5,10,6,11,5.9,1
3103,5,10,7,111,7,1
3104,5,10,8,209,7.9,1
3105,5,10,9,312,9,1
3106,5,10,10,420,10.1,1
3107,5,10,11,552,11.3,1
3108,5,10,12,599,12.3,1
3109,5,10,13,595,13,1
3110,5,10,14,580,13.5,1
3111,5,10,15,514,13.7,1
3112,5,10,16,409,13.7,1
3113,5,10,17,304,13.4,1
3114,5,10,18,178,12.7,1
3115,5,10,19,86,11.9,1
3116,5,10,20,3,10.9,1
3117,5,10,21,0,10.4,1
3118,5,10,22,0,9.8,1
3119,5,10,23,0,9.3,1
3120,5,10,24,0,8.7,1
3121,5,11,1,0,8.6,1
3122,5,11,2,0,8.5,1
3123,5,11,3,0,8.4,1
3124,5,11,4,0,8.3,1
3125,5,11,5,0,8.3,1
3126,5,11,6,16,8.6,1
3127,5,11,7,186,10.4,1
3128,5,11,8,377,12.4,1
3129,5,11,9,596,14.5,1
3130,5,11,10,752,16.5,1
3131,5,11,11,919,18.4,1
3132,5,11,12,485,18.4,1
3133,5,11,13,459,18.3,1
3134,5,11,14,448,18.2,1
3135,5,11,15,346,17.8,1
3136,5,11,16,279,17.2,1
3137,5,11,17,174,16.4,1
3138,5,11,18,104,15.5,1
3139,5,11,19,50,14.6,1
3140,5,11,20,3,13.7,1
3141,5,11,21,0,12.7,1
3142,5,11,22,0,11.7,1
3143,5,11,23,0,10.8,1
3144,5,11,24,0,9.8,1
3145,5,12,1,0,8.8,1
3146,5,12,2,0,7.6,1
3147,5,12,3,0,7.2,1
3148,5,12,4,0,6.7,1
3149,5,12,5,0,6.3,1
3150,5,12,6,10,6.5,1
3151,5,12,7,87,7.1,1
3152,5,12,8,156,7.8,1
3153,5,12,9,248,8.5,1
3154,5,12,10,282,9,1
3155,5,12,11,329,9.5,1
3156,5,12,12,366,9.9,1
3157,5,12,13,411,10.3,1
3158,5,12,14,427,10.6,1
