id,nom,T_aller,T_retour,Id_Parc,no_parc,qlEner_iEGID,qlEner_sCommune,qlEner_sRue,qlEner_sNoRue,qlEner_sType,qlEner_Conso,qlEner_iCuisson,qlEner_sRecommendation,qlEner_iEDID,Année_construction,Période_de_construction,Année_de_rénovation_du_bâtiment,Surface_bâtiment,Nombre_de_niveau,SRE_calculée,qlEner_Densité,qlEner_iConsoRenov,geometry
,,,,1321297.0,1297.0,3180849.0,Lausanne,Chemin du Cerisier,1,Gaz,116.022956,,CAD futur,0.0,1932.0,8012.0,2006.0,229.0,5.0,916.0,126.662615720524,,MULTIPOINT (2537186.5980000496 1153300.5020047298)
0.0,Sud-Ouest / Cadouest,130.0,70.0,,,2119858.0,Lausanne,Chemin du Bois-de-Vaux,24,CAD,77.0,,Déjà raccordé,0.0,1993.0,8018.0,2013.0,380.0,2.0,608.0,126.644736842105,,MULTIPOINT (2535552.4770000516 1152302.5000048387)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1325243.0,5243.0,885747.0,Lausanne,Avenue Beauregard,9,Gaz,164.064445,,CAD actuel,0.0,1911.0,8011.0,2012.0,270.0,6.0,1296.0,126.59293595679,,MULTIPOINT (2537496.258000051 1151581.4670049164)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1325498.0,5498.0,280076229.0,Lausanne,Avenue de l'Eglise-Anglaise,12,Gaz,891.060174,,CAD actuel,1.0,2009.0,8021.0,0.0,1257.0,7.0,7039.2002,126.585432151381,,MULTIPOINT (2538058.714000051 1151693.857004902)
,,,,1323748.0,3748.0,881309.0,Lausanne,Chemin de la Grangette,43,Gaz,27.035859,,Sondes,0.0,1950.0,8013.0,0.0,89.0,3.0,213.600006,126.572373595506,,MULTIPOINT (2540080.7390000466 1153945.5500046578)
0.0,Dôle,175.0,75.0,13210796.0,10796.0,884679.0,Lausanne,Rue Caroline,3,CAD,161.0,,Déjà raccordé,0.0,1905.0,8011.0,2019.0,265.0,6.0,1272.0,126.572327044025,,MULTIPOINT (2538472.6560000493 1152411.6860048275)
,,,,1323576.0,3576.0,881900.0,Lausanne,Chemin de la Plaisante,9,Gaz,37.657461,,Sondes,0.0,1980.0,8015.0,0.0,186.0,2.0,297.600006,126.53716733871,,MULTIPOINT (2540151.8580000475 1152786.5240047805)
0.0,Dôle,175.0,75.0,,,884751.0,Lausanne,Avenue Mon-Repos,3,CAD,265.716511,,Déjà raccordé,0.0,1793.0,8011.0,0.0,525.0,5.0,2100.0,126.531671904762,,MULTIPOINT (2538668.6370000495 1152385.705004828)
,,,,13215314.0,15314.0,2119955.0,Lausanne,Route du Jorat,104,Gaz,14.777258,,Sondes,0.0,1991.0,8018.0,0.0,73.0,2.0,116.800003,126.517619863014,,MULTIPOINT (2543124.6500000414 1156740.606004358)
,,,,13218133.0,18133.0,3180951.0,Lausanne,Chemin du Réservoir,38,Gaz,25.194315,,Sondes,0.0,1996.0,8019.0,0.0,83.0,3.0,199.199997,126.477484939759,,MULTIPOINT (2540169.474000047 1153095.3320047474)
0.0,Dôle,175.0,75.0,1326419.0,6419.0,884704.0,Lausanne,Avenue de Béthusy,28,CAD,167.5,0.0,Déjà raccordé,0.0,1910.0,8011.0,0.0,276.0,6.0,1324.80005,126.434178743961,,MULTIPOINT (2539072.660000049 1152496.2110048155)
0.0,Bergières-Bossons,130.0,70.0,132135.0,135.0,883575.0,Lausanne,Chemin Aimé-Steinlen,13,Gaz,133.997128,,Gaz conservé,0.0,1982.0,8016.0,2018.0,265.0,5.0,1060.0,126.41238490566,,MULTIPOINT (2536690.374000049 1153856.2010046737)
0.0,Vennes-Boissonet,175.0,75.0,1327328.0,7328.0,881241.0,Lausanne,Avenue de Valmont,5,CAD,162.8,,Déjà raccordé,0.0,1960.0,8013.0,0.0,230.0,7.0,1288.0,126.39751552795,,MULTIPOINT (2539922.631000046 1154162.655004637)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1325328.0,5328.0,885926.0,Lausanne,Avenue Henri-Warnery,9,Gaz,115.271511,,CAD prévu,0.0,1930.0,8012.0,0.0,228.0,5.0,912.0,126.394200657895,,MULTIPOINT (2537425.8250000514 1151345.0600049403)
0.0,Vallon,175.0,75.0,1322830.0,2830.0,880437.0,Lausanne,Route du Pavement,34,CAD,64.3,0.0,Déjà raccordé remplaçable par sonde,0.0,1906.0,8011.0,0.0,159.0,4.0,508.799988,126.375786163522,,MULTIPOINT (2538421.339000048 1153886.2530046667)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1324628.0,4628.0,886789.0,Lausanne,Chemin de Pierreval,6,Gaz,200.664912,,Sondes,0.0,1957.0,8013.0,0.0,397.0,5.0,1588.0,126.363294710327,,MULTIPOINT (2536599.1290000514 1152224.4830048485)
0.0,Bergières-Bossons,130.0,70.0,1321919.0,1919.0,883032.0,Lausanne,Chemin des Noisetiers,14,Gaz,72.133451,,Sondes,0.0,1964.0,8014.0,0.0,238.0,3.0,571.200012,126.284052871148,,MULTIPOINT (2537373.406000049 1153636.9330046945)
0.0,Vallon,175.0,75.0,,,882600.0,Lausanne,Rue Louis-Auguste-Curtat,20,CAD,59.4,,Déjà raccordé,1.0,1840.0,8011.0,2012.0,147.0,4.0,470.399994,126.275510204082,,MULTIPOINT (2538464.5270000487 1152698.3890047933)
0.0,Vennes-Boissonet,175.0,75.0,1327017.0,7017.0,881026.0,Lausanne,Route de Berne,89,Gaz,31.816279,,Sondes,0.0,1929.0,8012.0,2012.0,105.0,3.0,252.0,126.255075396825,,MULTIPOINT (2539223.0310000465 1154287.2560046227)
,,,,13220260.0,20260.0,300000698.0,Lausanne,Chemin de la Vulliette,29D,Gaz,33.933322,,Sondes,0.0,2007.0,8021.0,0.0,112.0,3.0,268.799988,126.240037202381,,MULTIPOINT (2541906.374000042 1156465.206004389)
0.0,Vennes-Boissonet,175.0,75.0,1327010.0,7010.0,280098082.0,Lausanne,Chemin Louis-Boissonnet,11A,CAD,42.8,,Déjà raccordé remplaçable par sonde,0.0,2017.0,8023.0,0.0,212.0,2.0,339.200012,126.179245283019,,MULTIPOINT (2539293.6500000465 1154276.0000046263)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1324814.0,4814.0,886518.0,Lausanne,Chemin des Plaines,9,Mazout,48.848,,PAC Air Eau ,0.0,1933.0,8012.0,2004.0,242.0,2.0,387.200012,126.157024793388,,MULTIPOINT (2536832.875000051 1151720.1420048997)
,,,,,,2118731.0,Lausanne,Chemin de la Fauvette,98,Gaz,141.241417,,PAC si rénovation,0.0,1700.0,8011.0,0.0,350.0,4.0,1120.0,126.108408035714,84.6207085,MULTIPOINT (2540853.678000046 1153642.559004693)
0.0,Vallon,175.0,75.0,1322777.0,2777.0,880401.0,Lausanne,Chemin du Grandchamp,10,Gaz,17.352503,,Sondes,0.0,1929.0,8012.0,0.0,86.0,2.0,137.600006,126.108306686047,,MULTIPOINT (2538299.348000048 1153967.9350046597)
0.0,Bergières-Bossons,130.0,70.0,132938.0,938.0,883455.0,Lausanne,Avenue du Grey,1,Gaz,134.76056,,CAD actuel,0.0,1962.0,8014.0,0.0,334.0,4.0,1068.80005,126.085853293413,,MULTIPOINT (2536986.8610000494 1153722.0780046873)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1325862.0,5862.0,884318.0,Lausanne,Chemin des Charmettes,8,Gaz,69.857368,,Sondes,0.0,1885.0,8011.0,0.0,231.0,3.0,554.400024,126.005353535354,,MULTIPOINT (2537787.3680000496 1152283.884004837)
,,,,1326479.0,6479.0,884919.0,Lausanne,Chemin du Levant,29,Gaz,74.072077,,Sondes,0.0,1927.0,8012.0,2008.0,245.0,3.0,588.0,125.972920068027,,MULTIPOINT (2539530.7590000485 1152417.970004819)
,,,,13220107.0,20107.0,300000841.0,Lausanne,Route de Cojonnex,85,Gaz,19.04294,,Sondes,0.0,2008.0,8021.0,0.0,63.0,3.0,151.199997,125.94537037037,,MULTIPOINT (2542018.1180000417 1157042.4430043276)
,,,,13220143.0,20143.0,300000531.0,Lausanne,Route du Jorat,17,Gaz,33.850319,,Sondes,0.0,2005.0,8020.0,0.0,112.0,3.0,268.799988,125.931246279762,,MULTIPOINT (2541694.8270000443 1154748.1230045701)
,,,,132880.0,880.0,883692.0,Lausanne,Chemin Aimé-Steinlen,3,Gaz,174.275584,,Sondes si rénovation,0.0,1958.0,8013.0,0.0,346.0,5.0,1384.0,125.921664739884,104.437792,MULTIPOINT (2536602.7200000496 1153847.2730046732)
0.0,Ruffy,175.0,75.0,1323586.0,3586.0,881052.0,Lausanne,Route d'Oron,2,CAD,424.2,0.0,Déjà raccordé,0.0,1974.0,8015.0,0.0,1053.0,4.0,3369.6001,125.890313390313,,MULTIPOINT (2539321.793000047 1153861.9550046679)
0.0,Sud-Ouest / Cadouest,130.0,70.0,,,887020.0,Lausanne,Route de Chavannes,57,Gaz,23.561938,,PAC Air Eau ,0.0,1934.0,8012.0,0.0,78.0,3.0,187.199997,125.865053418803,,MULTIPOINT (2535092.6930000517 1152756.6390047928)
0.0,Vallon,175.0,75.0,1323005.0,3005.0,882763.0,Lausanne,Chemin de Montmeillan,15,Mazout,230.14588,,CAD actuel,0.0,1960.0,8013.0,2006.0,381.0,6.0,1828.80005,125.845297462817,,MULTIPOINT (2538603.5730000483 1153261.8240047367)
0.0,Vallon,175.0,75.0,1323005.0,3005.0,882767.0,Lausanne,Chemin de Montmeillan,17,Mazout,230.14588,,CAD actuel,0.0,1960.0,8013.0,2016.0,381.0,6.0,1828.80005,125.845297462817,,MULTIPOINT (2538604.3230000483 1153285.9940047325)
0.0,Ruffy,175.0,75.0,1323388.0,3388.0,881126.0,Lausanne,Chemin des Lys,1,CAD,94.6,,Déjà raccordé remplaçable par sonde,0.0,1944.0,8012.0,0.0,188.0,5.0,752.0,125.797872340426,,MULTIPOINT (2539241.0070000477 1153450.246004714)
0.0,Vennes-Boissonet,175.0,75.0,1327260.0,7260.0,880981.0,Lausanne,Chemin de la Chaumière,9,CAD,68.5,,Déjà raccordé remplaçable par sonde,0.0,1988.0,8017.0,0.0,227.0,3.0,544.799988,125.734214390602,,MULTIPOINT (2539535.7300000465 1154279.515004625)
0.0,Sud-Ouest / Cadouest,130.0,70.0,132889.0,889.0,884251.0,Lausanne,Avenue de la Confrérie,14,Gaz,610.454501,,Gaz conservé,0.0,1964.0,8014.0,0.0,867.0,7.0,4855.2002,125.73210187016,365.9172505,MULTIPOINT (2536248.7580000497 1153498.3420047124)
0.0,Bergières-Bossons,130.0,70.0,1321691.0,1691.0,882982.0,Lausanne,Avenue Alexandre-Vinet,14,Gaz,302.308812,,CAD futur,0.0,1934.0,8012.0,0.0,501.0,6.0,2404.80005,125.710583832335,,MULTIPOINT (2537925.4820000487 1153095.8730047476)
,,,,13215695.0,15695.0,887275.0,Lausanne,Sentier Praz-Dom-Nicod,12,Gaz,21.72185,,Sondes,0.0,1985.0,8016.0,0.0,108.0,2.0,172.800003,125.705150462963,,MULTIPOINT (2543253.960000042 1155923.254004446)
,,,,1323797.0,3797.0,881871.0,Lausanne,Chemin de la Plaisante,11,Gaz,60.310106,,Sondes,0.0,1981.0,8016.0,0.0,200.0,3.0,480.0,125.646054166667,,MULTIPOINT (2540191.5600000476 1152752.8850047882)
0.0,Ruffy,175.0,75.0,1323448.0,3448.0,881153.0,Lausanne,Avenue de la Sallaz,50,CAD,78.9,,Déjà raccordé,0.0,1957.0,8013.0,0.0,157.0,5.0,628.0,125.636942675159,,MULTIPOINT (2539280.2150000473 1153675.251004694)
0.0,Vallon,175.0,75.0,13210311.0,10311.0,882595.0,Lausanne,Ruelle du Lapin-Vert,2,CAD,82.3,,Déjà raccordé,0.0,1960.0,8013.0,2018.0,117.0,7.0,655.200012,125.610500610501,,MULTIPOINT (2538407.725000049 1152797.4240047846)
0.0,Vallon,175.0,75.0,,,882524.0,Lausanne,Place du Tunnel,3,CAD,87.9,,Déjà raccordé,0.0,1930.0,8012.0,0.0,175.0,5.0,700.0,125.571428571429,,MULTIPOINT (2538328.114000049 1152957.8330047678)
,,,,1326597.0,6597.0,2119038.0,Lausanne,Chemin du Levant,157,Gaz,199.663453,,Gaz conservé,0.0,1912.0,8011.0,0.0,284.0,7.0,1590.40002,125.542915618712,119.7117265,MULTIPOINT (2539717.0700000487 1151933.8210048752)
0.0,Dôle,175.0,75.0,1326102.0,6102.0,884776.0,Lausanne,Avenue Mon-Repos,26,CAD,123.5,,Déjà raccordé,0.0,1938.0,8012.0,0.0,246.0,5.0,984.0,125.508130081301,,MULTIPOINT (2538825.1670000493 1152172.0850048487)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1324675.0,4675.0,886286.0,Lausanne,Chemin du Reposoir,30,Gaz,70.73075,,PAC Air Eau ,0.0,1910.0,8011.0,0.0,141.0,5.0,564.0,125.409131205674,,MULTIPOINT (2536691.727000051 1152029.9080048664)
0.0,Dôle,175.0,75.0,1326415.0,6415.0,884711.0,Lausanne,Avenue de Béthusy,36,CAD,134.4,,Déjà raccordé,0.0,1908.0,8011.0,0.0,268.0,5.0,1072.0,125.373134328358,,MULTIPOINT (2539161.880000049 1152517.3030048127)
0.0,Sud-Ouest / Cadouest,130.0,70.0,132255.0,255.0,2119393.0,Lausanne,Route de Prilly,12C,Gaz,18.853336,,Sondes,0.0,1950.0,8013.0,0.0,94.0,2.0,150.399994,125.354627659574,,MULTIPOINT (2536496.1570000495 1153725.1560046885)
0.0,Bergières-Bossons,130.0,70.0,1321406.0,1406.0,883114.0,Lausanne,Rue du Petit-Beaulieu,4,Gaz,96.231812,,Sondes,0.0,1913.0,8011.0,0.0,192.0,5.0,768.0,125.301838541667,,MULTIPOINT (2537594.0910000494 1153079.8490047576)
,,,,13215128.0,15128.0,887345.0,Lausanne,Route de Marin,7,Gaz,44.691583,,Sondes,0.0,1800.0,8011.0,0.0,223.0,2.0,356.799988,125.256678811659,,MULTIPOINT (2542441.0340000424 1156190.479004419)
0.0,Bergières-Bossons,130.0,70.0,1321928.0,1928.0,883020.0,Lausanne,Chemin des Charmilles,8,Gaz,36.673686,,PAC Air Eau ,0.0,1920.0,8012.0,0.0,122.0,3.0,292.799988,125.251659836066,,MULTIPOINT (2537413.4960000487 1153608.652004701)
0.0,Bergières-Bossons,130.0,70.0,1321430.0,1430.0,883135.0,Lausanne,Rue Saint-Roch,40,Gaz,248.246481,,CAD futur,0.0,1960.0,8013.0,2004.0,413.0,6.0,1982.40002,125.225222457627,,MULTIPOINT (2537688.4520000494 1153014.4160047588)
0.0,Sud-Ouest / Cadouest,130.0,70.0,132869.0,869.0,884110.0,Lausanne,Avenue de Morges,68,Mazout,292.57412,,CAD futur,0.0,1955.0,8013.0,0.0,487.0,6.0,2337.6001,125.160044490075,,MULTIPOINT (2536268.9840000505 1153203.169004744)
0.0,Vallon,175.0,75.0,1323007.0,3007.0,882764.0,Lausanne,Chemin de Montmeillan,19,Mazout,303.36188,,CAD actuel,0.0,1966.0,8014.0,2010.0,433.0,7.0,2424.80005,125.108000659848,,MULTIPOINT (2538609.8230000483 1153307.5340047264)
0.0,Bergières-Bossons,130.0,70.0,1322338.0,2338.0,883534.0,Lausanne,Avenue du Grey,31,Gaz,41.718001,,Sondes,0.0,1935.0,8012.0,0.0,139.0,3.0,333.600006,125.053959832134,,MULTIPOINT (2537185.375000049 1153966.3620046596)
,,,,13215655.0,15655.0,887405.0,Lausanne,Route de Cojonnex,18,Gaz,3313.216143,,Gaz conservé,0.0,1974.0,8015.0,2015.0,11042.0,3.0,26500.8008,125.023249977359,,MULTIPOINT (2542013.202000042 1156944.3440043426)
0.0,Ruffy,175.0,75.0,1323440.0,3440.0,881169.0,Lausanne,Avenue Victor-Ruffy,55,CAD,134.4,0.0,Déjà raccordé,0.0,1985.0,8016.0,0.0,336.0,4.0,1075.19995,125.0,,MULTIPOINT (2539353.4970000475 1153522.29000471)
,,,,,7378.0,881194.0,Lausanne,Avenue des Boveresses,35,Gaz,99.947764,,PAC Air Eau ,0.0,1976.0,8015.0,2017.0,250.0,4.0,800.0,124.934705,,MULTIPOINT (2540723.670000045 1154416.0510046058)
0.0,Vennes-Boissonet,175.0,75.0,1326332.0,6332.0,2119871.0,Lausanne,Chemin Louis-Boissonnet,45,CAD,633.5,,Déjà raccordé remplaçable par sonde,0.0,1994.0,8018.0,0.0,2113.0,3.0,5071.2002,124.921123205553,,MULTIPOINT (2539195.1250000466 1154446.746004608)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1324764.0,4764.0,886501.0,Lausanne,Chemin de la Batelière,4,Gaz,278.159591,,Sondes si rénovation,0.0,1982.0,8016.0,0.0,464.0,6.0,2227.19995,124.892057740661,166.9197955,MULTIPOINT (2536614.6610000515 1151884.8470048811)
0.0,Vennes-Boissonet,175.0,75.0,1323578.0,3578.0,881122.0,Lausanne,Route d'Oron,5,CAD,91.5,,Déjà raccordé,0.0,1927.0,8012.0,0.0,229.0,4.0,732.799988,124.863537117904,,MULTIPOINT (2539330.232000047 1153956.9570046584)
,,,,,7378.0,881210.0,Lausanne,Avenue des Boveresses,65,Mazout,627.69459,,Gaz remplace mazout ,0.0,1976.0,8015.0,0.0,1048.0,6.0,5030.3999,124.780254055344,376.727295,MULTIPOINT (2540797.232000045 1154517.7030045982)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1324879.0,4879.0,101454233.0,Lausanne,Chemin des Bruyères,4,Gaz,187.260442,,Gaz conservé,0.0,2001.0,8020.0,0.0,268.0,7.0,1500.80005,124.773748667377,112.390221,MULTIPOINT (2537163.950000051 1151912.1200048772)
0.0,Bergières-Bossons,130.0,70.0,1321491.0,1491.0,883198.0,Lausanne,Rue du Maupas,10,Gaz,292.633713,,CAD futur,0.0,1958.0,8013.0,2016.0,419.0,7.0,2346.3999,124.716038612342,,MULTIPOINT (2537707.1130000493 1152877.7930047766)
,,,,1326500.0,6500.0,882106.0,Lausanne,Chemin du Val-d'Angrogne,4,Mazout,490.24376,,Sondes si rénovation,0.0,1973.0,8015.0,0.0,819.0,6.0,3931.19995,124.705881155881,294.26188,MULTIPOINT (2539679.886000048 1152579.9510048043)
,,,,1323913.0,3913.0,887103.0,Lausanne,Chemin de Grésy,18,Gaz,27.3249,,Sondes,0.0,1963.0,8014.0,0.0,137.0,2.0,219.199997,124.657390510949,,MULTIPOINT (2540326.4910000465 1153458.334004708)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1325270.0,5270.0,885799.0,Lausanne,Avenue d'Ouchy,38,Gaz,364.473983,,CAD actuel,0.0,1997.0,8019.0,0.0,457.0,8.0,2924.80005,124.615010599015,,MULTIPOINT (2537884.430000051 1151492.262004925)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1325086.0,5086.0,885812.0,Lausanne,Chemin de Bellerive,6,Gaz,256.486058,,CAD futur,0.0,1991.0,8018.0,0.0,429.0,6.0,2059.19995,124.556166472416,,MULTIPOINT (2537337.196000051 1151496.0720049248)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1326299.0,6299.0,884859.0,Lausanne,Avenue Gabriel-de-Rumine,62,Gaz,72.631068,,Sondes,0.0,1900.0,8011.0,2012.0,243.0,3.0,583.200012,124.538868312757,,MULTIPOINT (2539056.0820000493 1151846.0740048836)
,,,,13215175.0,15175.0,887294.0,Lausanne,Route de Praz-Gilliard,4,Gaz,60.131693,,Sondes,0.0,1906.0,8011.0,2013.0,151.0,4.0,483.200012,124.444728890728,,MULTIPOINT (2543031.849000042 1156158.545004427)
0.0,Bergières-Bossons,130.0,70.0,132136.0,136.0,2118980.0,Lausanne,Chemin Général Charles-Jules-Guiguer-de-Prangins,8,Gaz,123.446974,,Sondes si rénovation,0.0,2000.0,8019.0,0.0,310.0,4.0,992.0,124.442514112903,74.123487,MULTIPOINT (2536659.780000049 1154006.9220046585)
,,,,1324123.0,4123.0,190003423.0,Lausanne,Chemin du Village,13,Gaz,62.076552,,Sondes,0.0,2001.0,8020.0,0.0,208.0,3.0,499.200012,124.352067307692,,MULTIPOINT (2539935.281000048 1152846.1790047793)
0.0,Sud-Ouest / Cadouest,130.0,70.0,132468.0,468.0,884101.0,Lausanne,Avenue de Morges,72bis,Mazout,309.84282,,CAD futur,0.0,1938.0,8012.0,0.0,445.0,7.0,2492.0,124.335,,MULTIPOINT (2536203.3730000504 1153231.4910047362)
,,,,1326308.0,6308.0,884822.0,Lausanne,Avenue du Léman,12,Gaz,115.321746,,CAD futur,0.0,1893.0,8011.0,0.0,232.0,5.0,928.0,124.269122844828,,MULTIPOINT (2539041.8440000494 1152006.6760048675)
0.0,Bergières-Bossons,130.0,70.0,1324015.0,4015.0,882841.0,Lausanne,Avenue Henri-Druey,14b,Mazout,119.71765,,CAD futur,0.0,1912.0,8011.0,0.0,241.0,5.0,964.0,124.188433609958,,MULTIPOINT (2537900.159000049 1153483.160004712)
,,,,1324702.0,4702.0,887113.0,Lausanne,Chemin de la Fauvette,81,Gaz,13.907537,,Sondes,0.0,1981.0,8016.0,0.0,70.0,2.0,112.0,124.1744375,,MULTIPOINT (2540454.1260000467 1153420.3490047182)
,,,,13218273.0,18273.0,3180967.0,Lausanne,Chemin du Village,1B,Gaz,18.475488,,Sondes,0.0,1996.0,8019.0,0.0,62.0,3.0,148.800003,124.163225806452,,MULTIPOINT (2539876.443000048 1152856.2600047768)
0.0,Bergières-Bossons,130.0,70.0,1326971.0,6971.0,883238.0,Lausanne,Rue de la Tour,37,Gaz,142.407364,,PAC si rénovation,0.0,1984.0,8016.0,0.0,205.0,7.0,1148.0,124.048226480836,85.553682,MULTIPOINT (2537787.749000049 1152830.8640047782)
0.0,Bergières-Bossons,130.0,70.0,1322730.0,2730.0,880615.0,Lausanne,Route Aloys-Fauquez,1A,CAD,63.7,,Déjà raccordé,0.0,0.0,8012.0,0.0,214.0,3.0,513.599976,124.026479750779,,MULTIPOINT (2537997.147000048 1153885.961004668)
0.0,Sud-Ouest / Cadouest,130.0,70.0,13256.0,56.0,883604.0,Lausanne,Avenue de France,69,Mazout,147.31294,,CAD futur,0.0,1929.0,8012.0,0.0,297.0,5.0,1188.0,124.000791245791,,MULTIPOINT (2536908.1840000493 1153532.8420047085)
,,,,13215385.0,15385.0,887361.0,Lausanne,Chemin de la Vulliette,14,Gaz,26.77203,,Sondes,0.0,1960.0,8013.0,0.0,135.0,2.0,216.0,123.944583333333,,MULTIPOINT (2541982.996000042 1156554.4560043828)
,,,,13215451.0,15451.0,887379.0,Lausanne,Route du Golf,4,Gaz,70.388862,,Sondes,0.0,1997.0,8019.0,0.0,355.0,2.0,568.0,123.924052816901,,MULTIPOINT (2541803.0630000425 1156798.4690043537)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1326977.0,6977.0,885677.0,Lausanne,Chemin de Roseneck,12,Gaz,191.487191,,CAD futur,0.0,1954.0,8013.0,0.0,276.0,7.0,1545.59998,123.891816123188,,MULTIPOINT (2537918.235000051 1151212.1170049557)
,,,,,,2119114.0,Lausanne,Chemin des Mayoresses,9,Gaz,151.045254,,CAD futur,0.0,1904.0,8011.0,0.0,508.0,3.0,1219.19995,123.888823818898,,MULTIPOINT (2540009.8130000466 1153691.270004687)
,,,,1325453.0,5453.0,2118699.0,Lausanne,Avenue de l'Elysée,26,Gaz,15.65748,,Sondes,0.0,1930.0,8012.0,0.0,79.0,2.0,126.400002,123.87246835443,,MULTIPOINT (2538209.3490000507 1151197.0280049513)
0.0,Vennes-Boissonet,175.0,75.0,13220230.0,20230.0,300000653.0,Lausanne,Chemin Isabelle-de-Montolieu,34B,Gaz,17.836097,,Sondes,0.0,2006.0,8021.0,0.0,60.0,3.0,144.0,123.861784722222,,MULTIPOINT (2539388.7150000464 1154533.3160045946)
0.0,Vallon,175.0,75.0,1323046.0,3046.0,882383.0,Lausanne,Rue Mathurin-Cordier,12,CAD,183.1,,Déjà raccordé,0.0,1957.0,8013.0,0.0,231.0,8.0,1478.40002,123.850108225108,,MULTIPOINT (2538821.253000049 1152677.9440047978)
0.0,Vennes-Boissonet,175.0,75.0,1327102.0,7102.0,300000858.0,Lausanne,Chemin de la Cigale,8A,Gaz,69.552913,,Sondes,0.0,2008.0,8021.0,0.0,234.0,3.0,561.599976,123.847779558405,,MULTIPOINT (2539571.9590000454 1154958.9350045575)
,,,,1324002.0,4002.0,881772.0,Lausanne,Chemin du Réservoir,20,Gaz,40.986728,,Sondes,0.0,1983.0,8016.0,0.0,138.0,3.0,331.200012,123.752198067633,,MULTIPOINT (2540146.2010000474 1153023.2300047595)
0.0,Vallon,175.0,75.0,1322961.0,2961.0,300000694.0,Lausanne,Chemin de Montmeillan,6,CAD,117.0,,Déjà raccordé,0.0,2007.0,8021.0,0.0,197.0,6.0,945.599976,123.730964467005,,MULTIPOINT (2538601.9040000485 1153153.2140047387)
0.0,Ours,175.0,75.0,1323187.0,3187.0,882360.0,Lausanne,Avenue Montagibert,18,CAD,135.6,0.0,Déjà raccordé,0.0,1931.0,8012.0,2012.0,274.0,5.0,1096.0,123.722627737226,,MULTIPOINT (2538996.7680000486 1152819.7100047825)
0.0,Ruffy,175.0,75.0,1324052.0,4052.0,280075913.0,Lausanne,Chemin de Rovéréaz,20,Gaz,227.443003,,Sondes,0.0,2010.0,8021.0,0.0,766.0,3.0,1838.40002,123.717908507398,,MULTIPOINT (2539859.7040000474 1153140.946004747)
,,,,13214160.0,14160.0,887575.0,Lausanne,Route de Neuchâtel,22,Gaz,32.356939,,Sondes,0.0,1936.0,8012.0,0.0,109.0,3.0,261.600006,123.688604740061,,MULTIPOINT (2536219.6930000437 1159109.4110041226)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1325064.0,5064.0,887698.0,Lausanne,Boulevard de Grancy,51,Gaz,171.563954,,CAD actuel,0.0,1908.0,8011.0,2015.0,289.0,6.0,1387.19995,123.676437427912,,MULTIPOINT (2537570.68400005 1152003.4200048675)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1321073.0,1073.0,883307.0,Lausanne,Rue du Maupas,11,Gaz,434.186056,,CAD futur,0.0,1896.0,8011.0,0.0,627.0,7.0,3511.19995,123.657455001139,,MULTIPOINT (2537613.5520000495 1152884.4150047756)
,,,,1326605.0,6605.0,885055.0,Lausanne,Chemin du Levant,145,Gaz,227.804721,,Gaz conservé,0.0,1984.0,8016.0,0.0,384.0,6.0,1843.19995,123.591971028646,136.9423605,MULTIPOINT (2539700.9280000487 1152010.6920048653)
0.0,Ruffy,175.0,75.0,1324098.0,4098.0,881812.0,Lausanne,Chemin des Bouleaux,10,Gaz,35.879394,,Sondes,0.0,1911.0,8011.0,2020.0,121.0,3.0,290.399994,123.551632231405,,MULTIPOINT (2539852.9210000476 1152990.2470047602)
0.0,Bergières-Bossons,130.0,70.0,1322547.0,2547.0,880164.0,Lausanne,Chemin du Bois-Gentil,86,Gaz,17.593465,,Sondes,0.0,1950.0,8013.0,0.0,89.0,2.0,142.399994,123.549613764045,,MULTIPOINT (2537721.241000048 1154448.4780046064)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1325516.0,5516.0,885594.0,Lausanne,Avenue Antoine-Michel-Servan,14,Gaz,38.741696,,PAC Air Eau ,0.0,0.0,8011.0,0.0,98.0,4.0,313.600006,123.538571428571,,MULTIPOINT (2538039.6420000507 1151548.5360049158)
,,,,13218398.0,18398.0,190003422.0,Lausanne,Chemin de la Grangette,92,Gaz,23.421837,,Sondes,0.0,2001.0,8020.0,0.0,79.0,3.0,189.600006,123.53289556962,,MULTIPOINT (2540353.671000046 1153919.3620046638)
0.0,Ours,175.0,75.0,1323195.0,3195.0,882366.0,Lausanne,Avenue Montagibert,22,CAD,99.8,,Déjà raccordé,0.0,1910.0,8011.0,2013.0,202.0,5.0,808.0,123.514851485149,,MULTIPOINT (2539047.4680000483 1152798.95100478)
