,Irr,Text,Weekday,Emissions
6467,587.79,20.76,1,142.013
6468,599.05,22.2,1,136.007
6469,577.94,22.95,1,132.573
6470,514.76,22.8,1,139.808
6471,377.92,21.79,1,137.993
6472,204.41,20.43,1,141.687
6473,37.21,19.46,1,143.304
6474,0.79,18.59,1,125.545
6475,0.03,17.97,1,142.585
6476,0.03,16.8,1,140.946
6477,0.03,16.05,1,138.313
6478,0.03,15.59,1,129.135
6479,0.03,15.5,1,138.87
6480,0.04,15.01,1,103.414
6481,0.02,14.3,1,85.115
6482,0.05,13.98,1,89.38
6483,0.08,13.93,1,82.076
6484,0.03,14.01,1,78.084
6485,0.03,14.57,1,73.374
6486,8.52,14.47,1,77.088
6487,44.62,14.56,1,81.924
6488,84.49,14.6,1,106.519
6489,376.8,15.41,1,117.384
6490,595.29,17.2,1,106.964
6491,638.43,18.49,1,101.856
6492,659.52,19.45,1,90.518
6493,554.7,18.99,1,86.45
6494,510.26,19.72,1,88.128
6495,219.48,19.88,1,90.495
6496,164.42,19.07,1,84.904
6497,59.33,18.53,1,102.835
6498,2,17.57,1,127.43
6499,0.03,16.85,1,145.51
6500,0.03,16.55,1,131.865
6501,0.03,15.95,1,121.048
6502,0.03,15.41,1,117.666
6503,0.03,15.37,1,105.689
6504,0.03,14.92,1,93.239
6505,0.02,14.2,1,96.68
6506,0.03,13.62,1,106.257
6507,0.03,13.32,1,92.83
6508,0.03,12.88,1,89.635
6509,0.03,12.73,1,91.241
6510,8.1,12.3,1,87.96
6511,153.12,13.02,1,87.333
6512,327.44,14.4,1,78.642
6513,477.9,16.08,1,70.85
6514,585.38,17.64,1,64.038
6515,650.27,19.27,1,57.011
6516,646.33,20.37,1,81.993
6517,609.42,21.37,1,82.5
6518,511.65,22.58,1,85.365
6519,248.07,22.8,1,78.397
6520,175.94,22.6,1,75.862
6521,62.19,22.83,1,82.101
6522,0.28,21.25,1,90.622
6523,0.02,22.12,1,108.342
6524,0.02,21.35,1,110.992
6525,0.03,21.76,1,94.348
6526,0.02,21.69,1,117.87
6527,0.03,20.97,1,110.792
6528,0.02,20.84,1,107.447
6529,0.03,20.6,1,109.961
6530,0.03,20.01,1,104.596
6531,0.04,19.45,1,102.299
6532,0.08,16.73,1,95.416
6533,0.03,16.06,1,96.538
6534,16.76,16.26,1,97.368
6535,109.31,15.93,1,156.175
6536,237.47,15.24,1,170.734
6537,163.9,15.74,1,169.261
6538,273.15,16.35,1,148.894
6539,336.88,17.3,1,141.1
6540,574.39,18.13,1,135.649
6541,618.24,19,1,136.976
6542,524.34,19.2,1,129.016
6543,376.85,18.94,1,134.435
6544,209.69,18.77,1,135.393
6545,62.88,18.07,1,159.892
6546,1.45,17.1,1,186.21
6547,0.03,15.86,1,237.268
6548,0.03,15.1,1,194.298
6549,0.03,14.74,1,158.716
6550,0.03,13.9,1,163.935
6551,0.02,13.61,1,150.962
6552,0.03,13.03,0,144.504
6553,0.02,12.66,0,139.611
6554,0.03,12.18,0,132.714
6555,0.02,11.62,0,134.45
6556,0.02,11.3,0,125.229
6557,0.03,11.34,0,145.936
6558,7.42,11.56,0,131.266
6559,151.73,12.21,0,188.681
6560,356.08,14.34,0,183.666
6561,486.38,16.77,0,153.622
6562,545.11,18.8,0,173.085
6563,635.42,20.01,0,172.243
6564,642.7,21.27,0,179.897
6565,585.62,22.05,0,170.675
6566,487.8,22.6,0,163.358
6567,391.86,22.83,0,155.861
6568,210.22,23.03,0,151.411
6569,33.56,20.61,0,131.337
6570,0.04,18.97,0,144.892
6571,0.03,17.66,0,204.217
6572,0.02,17.33,0,192.082
6573,0.02,16.59,0,148.138
6574,0.03,15.88,0,165.163
6575,0.02,15.35,0,156.537
6576,0.02,15.56,0,149.479
6577,0.02,15.62,0,130.14
6578,0.07,15.62,0,120.735
6579,0.03,14.71,0,114.967
6580,0.03,14.85,0,107.732
6581,0.03,14.93,0,116.265
6582,11.93,14.74,0,133.176
6583,39.64,14.41,0,160.971
6584,49.35,13.57,0,169.296
6585,69.74,13.76,0,194.969
6586,171.38,13.86,0,175.016
6587,312.5,13.82,0,162.695
6588,493.59,15.7,0,157.555
6589,394.88,16.32,0,157.357
6590,138.85,15.5,0,151.921
6591,171.79,15.65,0,151.986
6592,74,15.4,0,161.867
6593,21.56,12.82,0,156.186
6594,0.32,11.89,0,161.811
6595,0.03,11.63,0,206.808
6596,0.02,11.71,0,185.243
6597,0.03,11.05,0,170.658
6598,0.02,9.87,0,161.232
6599,0.02,8.45,0,150.428
6600,0.03,8.73,1,147.676
6601,0.03,8.37,1,142.077
6602,0.02,8.58,1,134.828
6603,0.02,8.22,1,130.787
6604,0.03,8.16,1,135.333
6605,0.03,7.93,1,151.896
6606,6.95,7.83,1,195.734
6607,78.97,7.91,1,217.7
6608,278.82,8.44,1,230.737
6609,223.26,8.98,1,227.029
6610,258.99,9.68,1,213.964
6611,573.57,10.82,1,225.672
6612,690.69,12.07,1,209.169
6613,571.42,12.84,1,199.455
6614,500.38,13.47,1,197.152
6615,337.12,13.56,1,210.401
6616,186.79,13.3,1,209.488
6617,28.03,12.58,1,205.518
6618,0.06,11.43,1,200.842
6619,0.03,10.73,1,228.933
6620,0.02,10.39,1,232.682
6621,0.03,10.25,1,225.84
6622,0.02,9.96,1,195.173
6623,0.02,9.5,1,199.104
6624,0.03,9.25,1,182.201
6625,0.03,9.06,1,179.401
6626,0.03,8.54,1,168.288
6627,0.02,8.72,1,155.31
6628,0.02,8.72,1,140.372
6629,0.03,8.47,1,140.125
6630,4.34,8.77,1,154.115
6631,37.93,9.75,1,151.597
6632,87.26,11.36,1,174.779
6633,70.05,11.07,1,167.642
6634,82.6,10.4,1,170.931
6635,74.87,9.99,1,179.41
6636,90.92,10.35,1,166.686
6637,210.21,11.32,1,179.66
6638,235.06,12.84,1,174.581
6639,100.63,13.14,1,180.752
6640,40.51,12.77,1,181.571
6641,5.92,12.47,1,170.924
6642,0.02,12.13,1,156.074
6643,0.03,12.12,1,189.921
6644,0.02,12.2,1,208.784
6645,0.03,12.17,1,201.764
6646,0.02,12.25,1,186.34
6647,0.03,12.22,1,187.016
6648,0.03,12.48,1,187.891
6649,0.03,12.62,1,182.003
6650,0.02,12.54,1,177.219
6651,0.02,11.63,1,157.565
6652,0.03,11.18,1,141.432
6653,0.03,11.3,1,146.306
6654,1.6,11.12,1,166.991
6655,31.57,11.03,1,190.626
6656,93.65,11.5,1,207.428
6657,165,12.26,1,198.526
6658,253.92,13.26,1,197.394
6659,264.04,13.98,1,201.396
6660,286.24,14.68,1,192.985
6661,217.93,14.85,1,189.499
6662,119.57,14.88,1,187.851
6663,148.02,14.18,1,186.594
6664,45.42,13.81,1,155.821
6665,14.02,13.26,1,134.97
6666,0.1,12.88,1,152.149
6667,0.02,12.68,1,205.719
6668,0.02,12.23,1,207.815
6669,0.02,11.68,1,189.126
6670,0.02,10.8,1,191.95
6671,0.03,10.52,1,191.741
6672,0.02,10.39,1,173.759
6673,0.02,10.24,1,176.918
6674,0.02,10.16,1,162.419
6675,0.02,10.25,1,132.083
6676,0.02,10.16,1,120.452
6677,0.02,10.17,1,118.586
6678,3.34,10.45,1,131.002
6679,36.88,10.82,1,129.493
6680,83.66,11.1,1,139.742
6681,219.39,11.6,1,141.294
6682,168.15,12.77,1,134.909
6683,170.69,13.09,1,142.792
6684,135.72,13.96,1,157.993
6685,116.28,14.29,1,115.362
6686,119.55,14.7,1,103.238
6687,119.72,15.03,1,101.713
6688,33.89,14.68,1,97.361
6689,4.13,14.5,1,130.107
6690,0.03,13.92,1,171.355
6691,0.03,13.31,1,211.031
6692,0.02,12.8,1,212.602
6693,0.02,12.23,1,173.901
6694,0.02,11.68,1,188.881
6695,0.03,10.73,1,190.521
6696,0.02,10.73,1,176.811
6697,0.02,10.76,1,166.804
6698,0.03,10.1,1,159.506
6699,0.02,10.1,1,164.51
6700,0.02,10.1,1,162.81
6701,0.02,9.46,1,183.556
6702,36.88,10.82,1,173.843
6703,83.66,11.1,1,216.818
6704,290.3,11.18,1,229.729
6705,386.24,12.02,1,206.142
6706,422.93,12.72,1,225.182
6707,501.67,13.7,1,229.141
6708,243.83,13.7,1,213.915
6709,259.43,14.14,1,235.541
6710,275.66,14.49,1,240.236
6711,154.64,14.88,1,215.315
6712,89.86,14.26,1,193.024
6713,19.39,13.59,1,205.682
6714,0.02,12.07,1,220.296
6715,0.03,11.49,1,227.692
6716,0.02,10.9,1,234.474
6717,0.02,11.12,1,236.007
6718,0.02,11.47,1,238.257
6719,0.03,11.15,1,205.281
6720,0.02,11,0,198.966
6721,0.02,11.27,0,176.29
6722,0.02,11.08,0,163.219
6723,0.02,10.86,0,129.337
6724,0.02,10.92,0,115.941
6725,0.02,11.06,0,145.375
6726,3.61,11.1,0,183.266
6727,43.59,11.84,0,216.857
6728,99.73,12.13,0,253.252
6729,171.5,12.39,0,229.897
6730,260.36,13.51,0,203.559
6731,209.34,14.09,0,195.552
6732,314.38,14.44,0,210.431
6733,515.62,15.97,0,217.17
6734,284.56,16.93,0,200.059
6735,183.54,17.03,0,193.422
6736,157.24,16.8,0,202.59
6737,18.41,16.29,0,209.269
6738,0.03,15.79,0,248.07
6739,0.02,15.68,0,246.125
6740,0.03,15.88,0,224.899
6741,0.02,16.63,0,206.628
6742,0.02,16.8,0,197.142
6743,0.02,17.29,0,187.527
6744,0.03,15.34,0,178.723
6745,0.03,14.55,0,149.805
6746,0.02,14.47,0,144.21
6747,0.03,14.62,0,129.036
6748,0.05,14.03,0,121.068
6749,0.03,12.93,0,151.787
6750,0.24,12.45,0,194.648
6751,10.2,12.34,0,238.218
6752,25.71,12.12,0,254.025
6753,28.44,12.13,0,265.754
6754,54.78,11.84,0,245.529
6755,51.4,11.79,0,213.549
6756,45.41,12.03,0,208.233
6757,52.37,11.68,0,204.456
6758,29.26,11.68,0,203.349
6759,42.52,11.52,0,201.291
6760,43.54,11.53,0,194.223
6761,10.46,11.2,0,195.091
6762,0.02,11.52,0,233.373
6763,0.02,11.53,0,238.198
6764,0.02,11.68,0,221.355
6765,0.02,11.9,0,197.938
6766,0.02,11.52,0,183.45
6767,0.02,11.41,0,171.608
6768,0.02,11.52,1,143.44
6769,0.02,11.37,1,128.516
6770,0.02,11.5,1,117.251
6771,0.02,12.04,1,108.728
6772,0.02,11.57,1,103.141
6773,0.02,11.44,1,115.793
6774,3.29,11.75,1,172.48
6775,39.25,11.94,1,200.087
6776,66.21,12.4,1,214.707
6777,112.43,12.67,1,218.608
6778,120.92,12.5,1,215.37
6779,306.12,12.56,1,203.213
6780,390.32,14,1,178.468
6781,387.8,14.23,1,156.425
6782,398.92,15.02,1,143.474
6783,331.57,15.57,1,143.064
6784,145.64,15.29,1,155.375
6785,25.56,14.41,1,171.972
6786,0.02,13.62,1,215.249
6787,0.03,12.49,1,237.044
6788,0.03,13.03,1,221.228
6789,0.02,12.33,1,173.355
6790,0.03,11.73,1,162.799
6791,0.02,11.18,1,140.302
6792,0.03,9.91,1,131.605
6793,0.02,9.6,1,119.823
6794,0.02,9.8,1,118.263
6795,0.02,9.09,1,113.94
6796,0.02,8.24,1,106.572
6797,0.02,7.84,1,115.941
6798,3.07,7.97,1,132.181
6799,99.43,8.06,1,187.43
6800,259.54,9.19,1,192.475
6801,393.68,11.12,1,183.729
6802,527.91,13.23,1,172.732
6803,585.01,14.63,1,138.853
6804,589.86,16.01,1,130.944
6805,542.16,17.15,1,121.282
6806,442.5,17.77,1,115.011
6807,304.18,17.83,1,113.299
6808,145.86,17.62,1,118.14
6809,23.76,16.57,1,122.221
6810,0.02,15.11,1,144.801
6811,0.04,13.96,1,181.392
6812,0.03,12.99,1,143.009
6813,0.02,12.2,1,126.341
6814,0.03,11.52,1,120.771
6815,0.03,11.28,1,125.241
6816,0.02,11.74,1,110.515
6817,0.03,11.47,1,105.693
6818,0.02,10.21,1,110.106
6819,0.02,9.79,1,109.258
6820,0.03,9.62,1,106.197
6821,0.02,9.95,1,99.074
6822,2.27,10.76,1,98.525
6823,95.92,10.37,1,111.941
6824,250.89,11.86,1,118.893
6825,377.96,14.3,1,122.895
6826,394.36,16.25,1,118.048
6827,476.4,17.25,1,119.437
6828,544.5,18.81,1,126.698
6829,465.65,19.96,1,121.471
6830,385.69,20.9,1,121.359
6831,286.42,20.97,1,126.874
6832,127.47,20.52,1,120.497
6833,14.96,19.6,1,125.22
6834,0.02,18.41,1,160.617
6835,0.02,17.27,1,204.423
6836,0.02,16.86,1,200.958
6837,0.02,16.38,1,155.914
6838,0.03,16.21,1,169.009
6839,0.02,15.64,1,175.426
6840,0.02,14.98,1,146.458
6841,0.02,14.61,1,133.789
6842,0.02,14.48,1,131.683
6843,0.03,14.05,1,123.279
6844,0.02,13.98,1,131.176
6845,0.02,13.64,1,132.94
6846,2.63,13.46,1,126.584
6847,88.04,13.49,1,114.916
6848,247.97,14.34,1,113.071
6849,356.05,15.73,1,89.21
6850,325.6,16.8,1,71.785
6851,513.05,18.15,1,75.359
6852,501.55,20.04,1,76.285
6853,461.94,20.7,1,79.485
6854,400.36,21.77,1,80.251
6855,272.26,22.15,1,72.935
6856,123.35,21.43,1,71.924
6857,18.05,20.42,1,91.711
6858,0.02,19.07,1,112.457
6859,0.02,18.23,1,168.268
6860,0.03,17.31,1,156.806
6861,0.03,15.89,1,114.452
6862,0.02,15.38,1,114.282
6863,0.03,14.54,1,128.875
6864,0.02,14.24,1,122.683
6865,0.02,13.64,1,123.991
6866,0.02,14.19,1,119.165
6867,0.02,13.32,1,108.145
6868,0.03,12.61,1,118.035
6869,0.02,12.54,1,132.549
6870,2.29,12.32,1,145.402
6871,83.57,12.26,1,163.82
6872,241.6,13.03,1,167.352
6873,382.85,15.03,1,180.218
6874,488.29,17.49,1,159.257
6875,547.3,18.95,1,193.751
6876,544.62,20.14,1,213.468
6877,493.8,20.93,1,207.083
6878,404.94,21.68,1,197.811
6879,272.38,21.91,1,186.314
6880,121.18,21.08,1,144.54
6881,14.26,19.82,1,139.351
6882,0.03,18.43,1,171.744
6883,0.03,16.77,1,182.732
6884,0.03,16.03,1,188.153
6885,0.03,15.17,1,192.078
6886,0.03,14.56,1,206.847
6887,0.03,14.29,1,195.473
6888,0.02,13.78,0,187.186
6889,0.02,13.54,0,166.271
6890,0.03,12.77,0,164.888
6891,0.03,12.22,0,147.081
6892,0.02,11.61,0,147.229
6893,0.03,12.13,0,174.848
6894,2.88,11,0,163.985
6895,46.26,11.32,0,179.473
6896,128.42,12.38,0,182.774
6897,118.75,13.87,0,178.795
6898,70.12,14.7,0,208.298
6899,219.22,14.96,0,202.454
6900,344.74,16.82,0,176.009
6901,159.26,16.55,0,163.658
6902,87.89,15.83,0,162.085
6903,16.73,14.35,0,131.9
6904,8.11,12.77,0,132.817
6905,3.77,12.42,0,163.932
6906,0.03,12.35,0,180.47
6907,0.02,12.12,0,187.811
6908,0.03,11.75,0,176.482
6909,0.03,11.17,0,127.899
6910,0.03,10.81,0,166.818
6911,0.02,10.86,0,201.894
6912,0.02,10.85,0,191.454
6913,0.02,10.69,0,158.91
6914,0.02,10.77,0,155.954
6915,0.02,10.49,0,141.437
6916,0.02,10.37,0,139.084
6917,0.03,10.38,0,154.615
6918,1.62,10.36,0,139.481
6919,83.12,10.37,0,165.034
6920,238.91,10.98,0,199.953
6921,392.48,12.11,0,201.861
6922,495.93,13.14,0,150.041
6923,555.15,14.41,0,154.633
6924,553.51,15.13,0,168.108
6925,504.14,15.45,0,165.14
6926,406.8,15.91,0,163.109
6927,269.84,16.42,0,148.774
6928,116.91,16.41,0,141.747
6929,11.72,15.55,0,131.728
6930,0.02,13.97,0,158.94
6931,0.03,12.67,0,199.133
6932,0.03,11.82,0,194.381
6933,0.03,11.24,0,194.33
6934,0.02,10.81,0,184.892
6935,0.02,10.34,0,194.652
6936,0.02,10.08,1,187.621
6937,0.03,9.84,1,183.18
6938,0.02,9.96,1,179.122
6939,0.02,9.94,1,166.897
6940,0.03,9.68,1,164.134
6941,0.02,10.28,1,193.219
6942,2.77,11.61,1,210.699
6943,50.97,11.76,1,230.357
6944,244.12,12.5,1,224.412
6945,381.58,13.84,1,233.834
6946,485.98,15.36,1,224.42
6947,542.09,16.63,1,222.421
6948,529.82,17.27,1,189.788
6949,433.9,18.09,1,180.665
6950,379.93,18.85,1,183.784
6951,133.85,18.49,1,184.295
6952,53.38,17.99,1,186.45
6953,5.34,17.51,1,189.814
6954,0.02,16.87,1,201.629
6955,0.02,15.78,1,203.712
6956,0.03,14.66,1,190.355
6957,0.03,14.22,1,211.468
6958,0.03,14.42,1,199.86
6959,0.03,14.55,1,188.275
6960,0.03,14.43,1,185.195
6961,0.02,13.75,1,182.226
6962,0.02,12.97,1,177.175
6963,0.03,13.13,1,168.125
6964,0.03,13.29,1,155.585
6965,0.03,13.12,1,158.369
6966,1.48,13.16,1,165.921
6967,61.5,13.25,1,195.543
6968,97.39,13.57,1,194.637
6969,87.13,14.08,1,211.401
6970,106.3,14.06,1,192.462
6971,153.79,14.87,1,180.308
6972,238.26,15.74,1,184.28
6973,290.45,16.66,1,168.434
6974,278.63,17.22,1,154.337
6975,188.75,16.46,1,147.386
6976,67.44,15.96,1,151.272
6977,6.8,15.32,1,170.96
6978,0.03,14.79,1,183.023
6979,0.03,14.61,1,181.177
6980,0.03,14.6,1,184.269
6981,0.03,13.96,1,166.81
6982,0.02,13.3,1,171.368
6983,0.02,12.65,1,166.051
6984,0.03,12.39,1,163.087
6985,0.03,12.45,1,152.795
6986,0.02,12.6,1,138.223
6987,0.02,12.69,1,129.433
6988,0.02,12.61,1,114.451
6989,0.03,12.23,1,118.643
6990,0.14,11.93,1,133.23
6991,20.78,11.94,1,137.008
6992,32.24,12.11,1,154.437
6993,60.02,12.43,1,164.476
6994,133.65,12.76,1,162.112
6995,166.57,13.07,1,164.168
6996,242.43,13.84,1,160.168
6997,356.94,14.79,1,150.26
6998,245.17,15.76,1,154.999
6999,148.68,15.87,1,146.175
7000,71.06,15.62,1,144.618
7001,4.28,14.86,1,145.396
7002,0.02,14.16,1,147.818
7003,0.03,13.66,1,163.374
7004,0.02,13.5,1,169.243
7005,0.02,13.1,1,171.873
7006,0.03,12.86,1,186.404
7007,0.02,12.4,1,198.817
7008,0.02,12.2,1,176.329
7009,0.03,11.68,1,166.168
7010,0.02,11.04,1,165.635
7011,0.02,10.86,1,141.803
7012,0.03,10.48,1,103.999
7013,0.02,10.8,1,103.327
7014,0.07,11.13,1,94.571
7015,12.8,11.04,1,108.175
7016,37.5,10.93,1,113.172
7017,72.91,11.12,1,132.406
7018,185.3,11.22,1,112.794
7019,248.46,12.17,1,111.771
7020,283.72,13.18,1,130.866
7021,452.14,14.28,1,110.158
7022,284.06,15.01,1,120.256
7023,174.52,15.44,1,117.898
7024,62.62,15.43,1,95.9
7025,5.62,14.81,1,103.677
7026,0.02,14.2,1,113.109
7027,0.02,13.41,1,172.364
7028,0.03,12.76,1,169.119
7029,0.03,12.41,1,142.555
7030,0.02,12.27,1,168.755
7031,0.03,12.38,1,173.922
7032,0.02,12.5,1,188.749
7033,0.02,12.67,1,183.749
7034,0.02,12.57,1,179.296
7035,0.03,12.73,1,169.547
7036,0.03,12.61,1,165.468
7037,0.02,13.4,1,174.406
7038,0.03,13.69,1,179.973
7039,18.18,13.18,1,195.277
7040,99.11,13.28,1,200.436
7041,170.24,13.98,1,189.528
7042,209.64,14.94,1,203.871
7043,143.27,15.52,1,197.946
7044,189.05,15.81,1,193.201
7045,124.23,15.45,1,215.517
7046,152.18,15.61,1,245.17
7047,101.51,15.9,1,219.176
7048,11.27,15.56,1,205.965
7049,0.44,14.79,1,209.897
7050,0.03,14.06,1,217.411
7051,0.02,13.39,1,213.332
7052,0.03,13.62,1,217.231
7053,0.02,13.81,1,199.301
7054,0.02,13.56,1,212.635
7055,0.03,13.19,1,220.922
7056,0.03,13.03,0,245.481
7057,0.03,13.12,0,225.849
7058,0.02,13.22,0,220.004
7059,0.02,13.07,0,203.627
7060,0.03,12.95,0,196.339
7061,0.03,12.96,0,200.61
7062,0.07,13.26,0,167.886
7063,8.13,13.36,0,177.913
7064,49.82,13.46,0,198.339
7065,69.71,13.48,0,186.536
7066,94.14,13.47,0,199.458
7067,147.47,13.79,0,203.36
7068,171.7,14.56,0,180.449
7069,158.24,14.92,0,171.805
7070,82.94,15.12,0,209.444
7071,47.6,15.07,0,214.32
7072,16.83,14.79,0,159.867
7073,1.21,14.78,0,159.402
7074,0.03,14.97,0,185.833
7075,0.03,14.73,0,190.218
7076,0.03,14.39,0,167.097
7077,0.03,13.6,0,191.084
7078,0.02,13.19,0,202.663
7079,0.02,13.33,0,229.364
7080,0.03,12.63,0,211.639
7081,0.03,12.32,0,182.7
7082,0.02,12.51,0,172.332
7083,0.02,12.65,0,168.732
7084,0.02,12.68,0,160.513
7085,0.02,12.59,0,173.947
7086,0.1,12.53,0,146.933
7087,13.99,12.57,0,160.485
7088,54.3,12.25,0,181.778
7089,144.12,12.65,0,174.41
7090,225.97,12.97,0,161.265
7091,398.29,13.67,0,151.49
7092,502.5,14.4,0,132.006
7093,405.2,15.46,0,142.942
7094,239.68,16.35,0,182.104
7095,117.71,16.38,0,198.211
7096,48,16.09,0,186.027
7097,1.5,15.45,0,158.913
7098,0.03,15.09,0,185.867
7099,0.03,14.74,0,182.628
7100,0.03,14.35,0,170.377
7101,0.03,14.17,0,183.737
7102,0.03,13.65,0,193.281
7103,0.02,13.66,0,194.758
7104,0.03,13.72,1,184.821
7105,0.03,13.38,1,158.943
7106,0.03,13.4,1,148.656
7107,0.03,13.87,1,128.798
7108,0.03,13.73,1,117.251
7109,0.02,13.5,1,134.264
7110,0.06,13.22,1,141.509
7111,41.08,13.03,1,159.812
7112,122.94,13.4,1,187.343
7113,112.78,13.68,1,180.197
7114,93.51,13.91,1,175.14
7115,133.26,14.92,1,170.598
7116,297.09,15.32,1,166.017
7117,215.62,16.07,1,157.823
7118,188.56,16.75,1,160.769
7119,73.36,16.45,1,145.623
7120,20.53,16.22,1,146.68
7121,1.37,15.69,1,130.32
7122,0.03,15.67,1,181.668
7123,0.03,15.43,1,182.534
7124,0.02,15.11,1,178.431
7125,0.02,14.85,1,154.618
7126,0.02,14.88,1,156.729
7127,0.03,13.64,1,148.438
7128,0.03,13.73,1,158.314
7129,0.03,13.69,1,147.892
7130,0.02,13.68,1,138.504
7131,0.02,13.02,1,127.433
7132,0.02,12.86,1,119.316
7133,0.02,13.15,1,140.811
7134,0.06,13.1,1,139.052
7135,14.84,13.1,1,143.961
7136,88.59,13.44,1,162.185
7137,178.28,13.89,1,142.679
7138,327.19,15.23,1,119.59
7139,217.34,15.67,1,117.267
7140,419.7,15.77,1,113.62
7141,354.25,16.72,1,126.502
7142,331.9,17.28,1,127.187
7143,182.02,17.04,1,130.511
7144,72.03,16.92,1,127.702
7145,2.3,15.79,1,131.233
7146,0.03,14.64,1,179.782
7147,0.03,14.18,1,182.325
7148,0.02,13.08,1,165.055
7149,0.03,12.46,1,154.901
7150,0.03,11.99,1,152.009
7151,0.03,11.45,1,145.132
7152,0.03,10.94,1,132.627
7153,0.02,10.52,1,128.351
7154,0.02,10.38,1,123.91
7155,0.02,9.91,1,124.917
7156,0.02,9.61,1,115.818
7157,0.02,9.37,1,116.721
7158,0.07,9.76,1,113.923
7159,14.09,9.79,1,131.52
7160,55.75,9.64,1,171.378
7161,122.12,9.95,1,162.984
7162,232.68,10.98,1,106.914
7163,428.99,11.63,1,103.769
7164,485.84,14.35,1,96.678
7165,435.62,16.54,1,99.966
7166,339.56,17.87,1,104.551
7167,206.18,18.65,1,101.801
7168,70.34,17.99,1,105.51
7169,1.55,16.52,1,104.638
7170,0.03,15.24,1,147.137
7171,0.02,14.32,1,161.954
7172,0.02,13.65,1,158.039
7173,0.02,12.98,1,129.494
7174,0.02,12.57,1,147.988
7175,0.02,12.1,1,140.592
7176,0.02,11.68,1,139.855
7177,0.02,11.56,1,113.284
7178,0.02,11.05,1,99.908
7179,0.02,10.82,1,95.38
7180,0.02,10.62,1,96.366
7181,0.03,11.04,1,104.375
7182,0.15,11.54,1,111.028
7183,55.08,11.77,1,102.687
7184,183.16,12.44,1,123.67
7185,373.43,13.8,1,119.767
7186,366.26,15.8,1,108.835
7187,356.68,16.24,1,121.022
7188,402.2,17.64,1,126.098
7189,409.22,18.77,1,123.804
7190,305.85,19.55,1,120.203
7191,183.11,19.41,1,102.132
7192,51.28,18.74,1,114.707
7193,2.28,17.35,1,180.387
7194,0.02,16.73,1,221.98
7195,0.03,16.32,1,213.443
7196,0.02,16,1,213.278
7197,0.03,15.57,1,185.399
7198,0.02,15.13,1,154.049
7199,0.02,14.83,1,152.378
7200,0.02,14.6,1,150.707
7201,0.02,14.55,1,141.288
7202,0.02,14.42,1,145.224
7203,0.02,14.08,1,147.647
7204,0.02,13.81,1,156.253
7205,0.03,13.37,1,179.054
7206,0.03,13.25,1,198.571
7207,10.1,13.34,1,241.456
7208,49.84,13.37,1,245.654
7209,65.45,13.71,1,239.512
7210,84.82,13.58,1,241.648
7211,71.96,13.68,1,263.614
7212,75.62,12.46,1,236.341
7213,110.93,12,1,265.407
7214,85.8,11.89,1,278.098
7215,22.13,11.45,1,262.697
7216,6.05,10.97,1,205.467
7217,0.16,10.58,1,198.527
7218,0.02,10.29,1,196.611
7219,0.03,9.99,1,196.822
7220,0.03,9.69,1,220.537
7221,0.03,9.44,1,255.988
7222,0.03,9.25,1,268.989
7223,0.02,9.08,1,270.432
7224,0.03,8.85,0,250.807
7225,0.03,8.64,0,244.719
7226,0.02,8.44,0,215.997
7227,0.02,8.19,0,201.138
7228,0.02,8.07,0,188.542
7229,0.02,7.93,0,194.583
7230,0.03,7.88,0,216.896
7231,2.64,7.99,0,215.4
7232,17.23,8,0,213.628
7233,41.77,8.37,0,225.458
7234,75.66,8.48,0,223.261
7235,92.02,8.74,0,237.185
7236,63.4,8.9,0,217.748
7237,62.21,9.26,0,211.059
7238,32.33,9.12,0,212.366
7239,30.03,8.96,0,192.721
7240,8.86,8.69,0,170.183
7241,0.06,8.74,0,157.986
7242,0.02,8.42,0,180.723
7243,0.03,8.1,0,184.863
7244,0.02,7.8,0,228.901
7245,0.02,7.69,0,227.618
7246,0.02,7.62,0,254.653
7247,0.02,7.6,0,255.529
7248,0.02,7.41,0,202.355
7249,0.02,7.28,0,192.701
7250,0.02,7.2,0,201.065
7251,0.02,7.22,0,173.692
7252,0.02,7.19,0,160.933
7253,0.02,7.31,0,184.187
7254,0.02,7.34,0,189.982
7255,5.93,7.25,0,159.554
7256,23.01,7.36,0,162.047
7257,63.77,7.44,0,207.099
7258,62.52,7.7,0,229.771
7259,97.07,7.83,0,226.173
7260,110.15,7.92,0,218.364
7261,74.56,8.02,0,222.538
7262,54.34,8.06,0,213.051
7263,36.03,7.96,0,183.327
7264,6.74,7.87,0,170.574
7265,0.09,7.79,0,172.086
7266,0.02,7.59,0,191.669
7267,0.02,7.62,0,177.714
7268,0.02,7.49,0,203.849
7269,0.02,7.41,0,207.237
7270,0.03,7.34,0,208.135
7271,0.02,7.19,0,212.061
7272,0.02,7.11,1,262.289
7273,0.02,7.15,1,229.838
7274,0.01,7.05,1,210.901
7275,0.02,6.99,1,192.626
7276,0.02,6.81,1,176.32
7277,0.02,6.74,1,215.508
7278,0.03,6.62,1,225.315
7279,13.74,6.73,1,242.208
7280,26.53,7.22,1,248.125
7281,99.44,7.38,1,243.153
7282,95.62,7.84,1,229.668
7283,127.03,7.97,1,229.273
7284,134.3,8.27,1,231.699
7285,80.93,8.46,1,241.962
7286,64.51,8.75,1,244.956
7287,33.24,8.53,1,259.584
7288,10.13,8.46,1,222.602
7289,0.16,8.52,1,154.863
